id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,envassesmentcategorycode,supplementprojectflg,productlinetype,projectstatusdisplay,status,project_name,boardapprovaldate,board_approval_month,closingdate,lendprojectcost,ibrdcommamt,idacommamt,totalamt,grantamt,borrower,impagency,url,projectdoc ,majorsector_percent ,sector1,sector2,sector3,sector4,sector5,sector,mjsector1,mjsector2,mjsector3,mjsector4,mjsector5,mjsector,theme1,theme2,theme3,theme4,theme5,theme ,goal,financier,mjtheme1name,mjtheme2name,mjtheme3name,mjtheme4name,mjtheme5name,location
P042399,EUROPE AND CENTRAL ASIA,Macedonia; former Yugoslav Republic of;Macedonia; former Yugoslav Republic of,PE,Specific Investment Loan,IN,B,N,L,Closed,Closed,Power System Improvement Project,1998-02-17T00:00:00Z,February,2005-06-30T00:00:00Z,52;000;000,35;000;000,0,35;000;000,0,ESM,ESM,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P042399,,,Power!$!100!$!LD,,,,,Power;Power,Energy and mining!$!LX,,,,,Energy and mining;Energy and mining,Climate change!$!25!$!81,Infrastructure services for private sector development!$!50!$!39,Climate change!$!25!$!81,Pollution management and environmental health!$!25!$!84,Pollution management and environmental health!$!25!$!84,,Millennium Development Goals;Millennium Development Goals;Corporate Advocacy Priorities;Global Public Goods Priorities;Millennium Development Goals;Global Public Goods Priorities,IBRD42840;IBRD42840,Environment and natural resources management,Financial and private sector development,Environment and natural resources management,Environment and natural resources management,Environment and natural resources management,
P049174,EUROPE AND CENTRAL ASIA,Ukraine;Ukraine,PE,Technical Assistance Loan,IN,C,N,L,Closed,Closed,Treasury Systems Project,1998-02-24T00:00:00Z,February,2004-12-31T00:00:00Z,26;900;000,16;400;000,0,16;400;000,0,UKRAINE,TREASURY DEPARTMENT,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P049174,,,General public administration sector!$!94!$!BZ,Law and justice!$!6!$!BG,,,,General public administration sector;General public administration sector;Law and justice,Public Administration; Law; and Justice!$!BX,Public Administration; Law; and Justice!$!BX,,,,Public Administration; Law; and Justice;Public Administration; Law; and Justice;Public Administration; Law; and Justice,Law reform!$!17!$!33,International financial standards and systems!$!17!$!42,International financial standards and systems!$!17!$!42,Administrative and civil service reform!$!33!$!25,Public expenditure; financial management and procurement!$!33!$!27,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Global Public Goods Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities,IBRD42850;IBRD42850,Rule of law,Financial and private sector development,Financial and private sector development,Public sector governance,Public sector governance,
P039449,EUROPE AND CENTRAL ASIA,Hungary;Hungary,PE,Specific Investment Loan,IN,C,N,L,Closed,Closed,Higher Education Reform Project,1998-02-26T00:00:00Z,February,2005-06-30T00:00:00Z,250;000;000,150;000;000,0,150;000;000,0,GOVERNMENT OF HUNGARY,MINISTRY OF CULTURE AND EDUCATION,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P039449,,,Tertiary education!$!78!$!ET,Central government administration!$!22!$!BC,,,,Tertiary education;Tertiary education;Central government administration,Education!$!EX,Public Administration; Law; and Justice!$!BX,,,,Education;Education;Public Administration; Law; and Justice,Education for the knowledge economy!$!50!$!66,Administrative and civil service reform!$!25!$!25,Public expenditure; financial management and procurement!$!25!$!27,Education for the knowledge economy!$!50!$!66,Public expenditure; financial management and procurement!$!25!$!27,,Global Public Goods Priorities;Global Public Goods Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Global Public Goods Priorities,IBRD42870;IBRD42870,Human development,Public sector governance,Public sector governance,Human development,Public sector governance,
P040553,EUROPE AND CENTRAL ASIA,Republic of Latvia;Republic of Latvia,PE,Specific Investment Loan,IN,B,N,L,Closed,Closed,Municipal Solid Waste Management Project,1998-02-26T00:00:00Z,February,2004-12-31T00:00:00Z,25;200;000,7;950;000,0,7;950;000,0,REPUBLIC OF LATVIA,RIGA CITY COUNCIL,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P040553,,,Solid waste management!$!48!$!WB,Renewable energy!$!47!$!LE,Other industry!$!5!$!YW,,,Solid waste management;Solid waste management;Renewable energy;Other industry,Water; sanitation and flood protection!$!WX,Energy and mining!$!LX,Industry and trade!$!YX,,,Water; sanitation and flood protection;Water; sanitation and flood protection;Energy and mining;Industry and trade,Climate change!$!33!$!81,Other urban development!$!33!$!74,Climate change!$!33!$!81,Pollution management and environmental health!$!34!$!84,Pollution management and environmental health!$!34!$!84,,Millennium Development Goals;Millennium Development Goals;Corporate Advocacy Priorities;Global Public Goods Priorities;Global Public Goods Priorities;Millennium Development Goals,IBRD42860;IBRD42860,Environment and natural resources management,Urban development,Environment and natural resources management,Environment and natural resources management,Environment and natural resources management,
P045716,EUROPE AND CENTRAL ASIA,Republic of Latvia;Republic of Latvia,GE,Specific Investment Loan,IN,B,Y,L,Closed,Closed,Municipal Solid Waste Management GEF Project,1998-02-26T00:00:00Z,February,2004-12-31T00:00:00Z,5;100;000,0,0,0,5;100;000,REPUBLIC OF LATVIA,RIGA CITY COUNCIL,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P045716,,,Solid waste management!$!70!$!WB,Renewable energy!$!29!$!LE,Other industry!$!1!$!YW,,,Solid waste management;Solid waste management;Renewable energy;Other industry,Water; sanitation and flood protection!$!WX,Energy and mining!$!LX,Industry and trade!$!YX,,,Water; sanitation and flood protection;Water; sanitation and flood protection;Energy and mining;Industry and trade,Climate change!$!29!$!81,Technology diffusion!$!14!$!48,Other urban development!$!28!$!74,Climate change!$!29!$!81,Pollution management and environmental health!$!29!$!84,,Millennium Development Goals;Millennium Development Goals;Global Public Goods Priorities;Corporate Advocacy Priorities;Global Public Goods Priorities;Global Public Goods Priorities,,Environment and natural resources management,Trade and integration,Urban development,Environment and natural resources management,Environment and natural resources management,
P055430,EUROPE AND CENTRAL ASIA,Republic of Moldova;Republic of Moldova,RE,Technical Assistance Loan,IN,C,N,L,Closed,Closed,Biodiversity Strategy Project - GEF,1998-03-31T00:00:00Z,March,2001-04-30T00:00:00Z,130;000,0,0,0,130;000,REPUBLIC OF MOLDOVA,DEPARTMENT OF ENVIRONMENTAL PROTECTION,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P055430,,,General agriculture; fishing and forestry sector!$!100!$!AZ,,,,,General agriculture; fishing and forestry sector;General agriculture; fishing and forestry sector,Agriculture; fishing; and forestry!$!AX,,,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry,Biodiversity!$!67!$!80,Biodiversity!$!67!$!80,Environmental policies and institutions!$!33!$!82,Environmental policies and institutions!$!33!$!82,,,Millennium Development Goals;Millennium Development Goals;Global Public Goods Priorities;Global Public Goods Priorities;Millennium Development Goals,,Environment and natural resources management,Environment and natural resources management,Environment and natural resources management,Environment and natural resources management,,
P008985,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,B,N,L,Closed,Closed,Cesme-Alacati Water Supply & Sewerage Project,1998-04-14T00:00:00Z,April,2004-12-31T00:00:00Z,24;000;000,13;100;000,0,13;100;000,0,CESME - ALACATI UNION,CESME - ALACATI UNION,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008985,,,Sewerage!$!65!$!WS,Water supply!$!35!$!WC,,,,Sewerage;Sewerage;Water supply,Water; sanitation and flood protection!$!WX,Water; sanitation and flood protection!$!WX,,,,Water; sanitation and flood protection;Water; sanitation and flood protection;Water; sanitation and flood protection,Urban services and housing for the poor!$!50!$!71,Other financial and private sector development!$!25!$!44,Pollution management and environmental health!$!25!$!84,Pollution management and environmental health!$!25!$!84,,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Millennium Development Goals;Global Public Goods Priorities,IBRD43150;IBRD43150,Urban development,Financial and private sector development,Environment and natural resources management,Environment and natural resources management,,
P035771,EUROPE AND CENTRAL ASIA,Republic of Moldova;Republic of Moldova,PE,Specific Investment Loan,IN,C,N,L,Closed,Closed,First Cadastre Project,1998-04-23T00:00:00Z,April,2007-06-30T00:00:00Z,24;600;000,0,15;900;000,15;900;000,0,REPUBLIC OF MOLDOVA,NAT'L AGENCY OF GEODESY; CARTOGRAPHY; & CADASTRE,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P035771,,,Central government administration!$!75!$!BC,Sub-national government administration!$!25!$!BH,,,,Central government administration;Central government administration;Sub-national government administration,Public Administration; Law; and Justice!$!BX,Public Administration; Law; and Justice!$!BX,,,,Public Administration; Law; and Justice;Public Administration; Law; and Justice;Public Administration; Law; and Justice,Other financial and private sector development!$!29!$!44,Other urban development!$!14!$!74,Land administration and management!$!29!$!83,Land administration and management!$!29!$!83,Personal and property rights!$!28!$!36,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Millennium Development Goals;Global Public Goods Priorities;Corporate Advocacy Priorities,IDA30610;IDA30610;IDA30611,Financial and private sector development,Urban development,Environment and natural resources management,Environment and natural resources management,Rule of law,
P008788,EUROPE AND CENTRAL ASIA,Romania;Romania,PE,Technical Assistance Loan,IN,C,N,L,Closed,Closed,Telecommunications Reform & Privatization Project,1998-04-28T00:00:00Z,April,2003-06-30T00:00:00Z,44;000;000,30;000;000,0,30;000;000,0,GENERAL INSPECTORAT OF COMMUNICATIONS,GENERAL INSPECTORAT OF COMMUNICATIONS,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008788,,,Central government administration!$!100!$!BC,,,,,Central government administration;Central government administration,Public Administration; Law; and Justice!$!BX,,,,,Public Administration; Law; and Justice;Public Administration; Law; and Justice,Infrastructure services for private sector development!$!50!$!39,Regulation and competition policy!$!50!$!40,,,,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities,IBRD43190;IBRD43190,Financial and private sector development,Financial and private sector development,,,,
P040721,EUROPE AND CENTRAL ASIA,Kyrgyz Republic;Kyrgyz Republic,PE,Specific Investment Loan,IN,C,N,L,Closed,Closed,Agriculture Support Services Project (ASSP),1998-05-07T00:00:00Z,May,2008-06-30T00:00:00Z,30;200;000,0,14;980;000,14;980;000,0,GOVT. OF KYRGYZ REPUBLIC,MINISTRY OF AGRICULTURE AND FOOD,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P040721,,,Agricultural extension and research!$!54!$!AB,Central government administration!$!38!$!BC,Agro-industry; marketing; and trade!$!8!$!YA,,,Agricultural extension and research;Agricultural extension and research;Central government administration;Agro-industry; marketing; and trade,Agriculture; fishing; and forestry!$!AX,Public Administration; Law; and Justice!$!BX,Industry and trade!$!YX,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry;Public Administration; Law; and Justice;Industry and trade,Land administration and management!$!67!$!83,Land administration and management!$!67!$!83,Personal and property rights!$!33!$!36,,,,Millennium Development Goals;Millennium Development Goals;Global Public Goods Priorities;Corporate Advocacy Priorities,IDA30620;IDA30620,Environment and natural resources management,Environment and natural resources management,Rule of law,,,
P046042,EUROPE AND CENTRAL ASIA,Kyrgyz Republic;Kyrgyz Republic,PE,Specific Investment Loan,IN,B,N,L,Closed,Closed,Irrigation Rehabilitation Project,1998-05-07T00:00:00Z,May,2006-05-31T00:00:00Z,46;800;000,0,35;000;000,35;000;000,0,GOVT. OF THE KYRGYZ REPUBLIC,MINISTRY OF AGRICULTURE AND WATER RESOURCES,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P046042,,,Irrigation and drainage!$!65!$!AI,Central government administration!$!35!$!BC,,,,Irrigation and drainage;Irrigation and drainage;Central government administration,Agriculture; fishing; and forestry!$!AX,Public Administration; Law; and Justice!$!BX,,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry;Public Administration; Law; and Justice,Rural policies and institutions!$!33!$!77,Water resource management!$!33!$!85,Rural services and infrastructure!$!34!$!78,Water resource management!$!33!$!85,,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Global Public Goods Priorities;Corporate Advocacy Priorities;Millennium Development Goals,IDA30630;IDA30630,Rural development,Environment and natural resources management,Rural development,Environment and natural resources management,,
P033965,EUROPE AND CENTRAL ASIA,Republic of Bulgaria;Republic of Bulgaria,PE,Specific Investment Loan,IN,A,N,L,Closed,Closed,Environmental Remediation Pilot Project,1998-05-12T00:00:00Z,May,2002-12-31T00:00:00Z,25;000;000,16;000;000,0,16;000;000,0,REPUBLIC OF BULGARIA,MDK-UM 2070 PIRDOP; BULGARIA,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P033965,,,General water; sanitation and flood protection sector!$!100!$!WZ,,,,,General water; sanitation and flood protection sector;General water; sanitation and flood protection sector,Water; sanitation and flood protection!$!WX,,,,,Water; sanitation and flood protection;Water; sanitation and flood protection,Other financial and private sector development!$!14!$!44,Environmental policies and institutions!$!29!$!82,Environmental policies and institutions!$!29!$!82,Pollution management and environmental health!$!29!$!84,Natural disaster management!$!28!$!52,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Global Public Goods Priorities;Millennium Development Goals;Global Public Goods Priorities;Corporate Advocacy Priorities,IBRD43210;IBRD43210,Financial and private sector development,Environment and natural resources management,Environment and natural resources management,Environment and natural resources management,Social protection and risk management,
P040818,EUROPE AND CENTRAL ASIA,Republic of Albania;Republic of Albania,PE,Specific Investment Loan,IN,B,N,L,Closed,Closed,Durres Port Project,1998-05-12T00:00:00Z,May,2004-12-31T00:00:00Z,23;000;000,0,16;990;000,16;990;000,0,GOVERNMENT OF ALBANIA,MINISTRY OF PUBLIC WORKS AND TRANSPORT,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P040818,,,Ports; waterways and shipping!$!97!$!TP,Central government administration!$!3!$!BC,,,,Ports; waterways and shipping;Ports; waterways and shipping;Central government administration,Transportation!$!TX,Public Administration; Law; and Justice!$!BX,,,,Transportation;Transportation;Public Administration; Law; and Justice,Infrastructure services for private sector development!$!67!$!39,State-owned enterprise restructuring and privatization!$!33!$!43,,,,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities,IDA30680;IDA30680,Financial and private sector development,Financial and private sector development,,,,
P040975,EUROPE AND CENTRAL ASIA,Republic of Albania;Republic of Albania,PE,Specific Investment Loan,IN,C,N,L,Closed,Closed,Land Development Project,1998-05-12T00:00:00Z,May,2005-03-31T00:00:00Z,15;900;000,0,10;000;000,10;000;000,0,MINISTRY OF CONSTRUCTION,NATIONAL HOUSING FUND,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P040975,,,General water; sanitation and flood protection sector!$!51!$!WZ,Power!$!17!$!LD,Roads and highways!$!17!$!TA,General public administration sector!$!10!$!BZ,Other social services!$!5!$!JB,General water; sanitation and flood protection sector;General water; sanitation and flood protection sector;Power;Roads and highways;General public administration sector;Other social services,Water; sanitation and flood protection!$!WX,Energy and mining!$!LX,Transportation!$!TX,Public Administration; Law; and Justice!$!BX,Health and other social services!$!JX,Water; sanitation and flood protection;Water; sanitation and flood protection;Energy and mining;Transportation;Public Administration; Law; and Justice;Health and other social services,Municipal governance and institution building!$!22!$!73,Urban services and housing for the poor!$!23!$!71,Other urban development!$!22!$!74,Pollution management and environmental health!$!22!$!84,Land administration and management!$!11!$!83,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Millennium Development Goals;Millennium Development Goals,IDA30660;IDA30660,Urban development,Urban development,Urban development,Environment and natural resources management,Environment and natural resources management,
P045312,EUROPE AND CENTRAL ASIA,Republic of Albania;Republic of Albania,PE,Specific Investment Loan,IN,C,N,L,Closed,Closed,Health Recovery Project,1998-05-12T00:00:00Z,May,2005-01-31T00:00:00Z,28;000;000,0,17;000;000,17;000;000,0,GOVERNMENT OF ALBANIA,MINISTRY OF HEALTH,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P045312,,,Health!$!82!$!JA,Central government administration!$!18!$!BC,,,,Health;Health;Central government administration,Health and other social services!$!JX,Public Administration; Law; and Justice!$!BX,,,,Health and other social services;Health and other social services;Public Administration; Law; and Justice,Other communicable diseases!$!20!$!64,Other communicable diseases!$!20!$!64,Health system performance!$!40!$!67,Other communicable diseases!$!20!$!64,Population and reproductive health!$!20!$!69,,Millennium Development Goals;Millennium Development Goals;Global Public Goods Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Millennium Development Goals,IDA30670;IDA30670,Human development,Human development,Human development,Human development,Human development,
P045483,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina;Bosnia and Herzegovina,PE,Specific Investment Loan,IN,B,N,L,Closed,Closed,Electric Power Reconstruction 2 Project,1998-05-19T00:00:00Z,May,2001-12-31T00:00:00Z,170;000;000,0,25;000;000,25;000;000,0,BOSNIA AND HERZEGOVINA,EPBIH / EPHZHB / EPRS,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P045483,,,Power!$!100!$!LD,,,,,Power;Power,Energy and mining!$!LX,,,,,Energy and mining;Energy and mining,Climate change!$!25!$!81,State-owned enterprise restructuring and privatization!$!13!$!43,Climate change!$!25!$!81,Pollution management and environmental health!$!25!$!84,Pollution management and environmental health!$!25!$!84,,Millennium Development Goals;Millennium Development Goals;Corporate Advocacy Priorities;Global Public Goods Priorities;Millennium Development Goals;Global Public Goods Priorities,IDA30710;IDA30710,Environment and natural resources management,Financial and private sector development,Environment and natural resources management,Environment and natural resources management,Environment and natural resources management,
P050892,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina;Bosnia and Herzegovina,PE,Specific Investment Loan,IN,C,N,L,Closed,Closed,Emergency Pilot Credit for Republika Srpska,1998-05-19T00:00:00Z,May,2000-06-30T00:00:00Z,40;000;000,0,5;000;000,5;000;000,0,BOSNIA AND HERZEGOVINA,MINISTRY OF FINANCE; RS,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P050892,,,Micro- and SME finance!$!90!$!FE,Central government administration!$!10!$!BC,,,,Micro- and SME finance;Micro- and SME finance;Central government administration,Finance!$!FX,Public Administration; Law; and Justice!$!BX,,,,Finance;Finance;Public Administration; Law; and Justice,Micro; Small and Medium Enterprise support!$!50!$!41,Other financial and private sector development!$!50!$!44,,,,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities,IDA30700;IDA30700,Financial and private sector development,Financial and private sector development,,,,
P044832,EUROPE AND CENTRAL ASIA,Ukraine;Ukraine,PE,Specific Investment Loan,IN,B,N,L,Closed,Closed,Kiev District Heating Improvement Project,1998-05-21T00:00:00Z,May,2007-06-30T00:00:00Z,308;900;000,200;000;000,0,200;000;000,0,UKRAINE,KIEVENERGO,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P044832,,,Energy efficiency in Heat and Power!$!100!$!LA,,,,,Energy efficiency in Heat and Power;Energy efficiency in Heat and Power,Energy and mining!$!LX,,,,,Energy and mining;Energy and mining,Climate change!$!20!$!81,State-owned enterprise restructuring and privatization!$!40!$!43,Other urban development!$!40!$!74,Climate change!$!20!$!81,,,Millennium Development Goals;Millennium Development Goals;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Global Public Goods Priorities,IBRD43240;IBRD43240,Environment and natural resources management,Financial and private sector development,Urban development,Environment and natural resources management,,
P049582,EUROPE AND CENTRAL ASIA,Republic of Uzbekistan;Republic of Uzbekistan,PE,Specific Investment Loan,IN,B,N,L,Closed,Closed,Tashkent Solid Waste Management Project,1998-05-21T00:00:00Z,May,2006-06-30T00:00:00Z,56;000;000,24;000;000,0,24;000;000,0,TASHKENT MUNICIPALITY,TASHKENT MUNICIPALITY,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P049582,,,Solid waste management!$!100!$!WB,,,,,Solid waste management;Solid waste management,Water; sanitation and flood protection!$!WX,,,,,Water; sanitation and flood protection;Water; sanitation and flood protection,Municipal governance and institution building!$!33!$!73,Environmental policies and institutions!$!33!$!82,Environmental policies and institutions!$!33!$!82,Pollution management and environmental health!$!34!$!84,Pollution management and environmental health!$!34!$!84,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Global Public Goods Priorities;Millennium Development Goals;Global Public Goods Priorities;Millennium Development Goals,IBRD43260;IBRD43260,Urban development,Environment and natural resources management,Environment and natural resources management,Environment and natural resources management,Environment and natural resources management,
P008503,EUROPE AND CENTRAL ASIA,Republic of Kazakhstan;Republic of Kazakhstan,PE,Adaptable Program Loan,IN,B,N,L,Closed,Closed,Agricultural Post-Privatization Assistance Project (APL Phase #1),1998-06-02T00:00:00Z,June,2003-07-31T00:00:00Z,23;800;000,15;000;000,0,15;000;000,0,REPUB. OF KAZAKSTAN,MINISTRY OF AGR.,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008503,,,General finance sector!$!82!$!FZ,Central government administration!$!15!$!BC,Capital markets!$!3!$!FK,,,General finance sector;General finance sector;Central government administration;Capital markets,Finance!$!FX,Public Administration; Law; and Justice!$!BX,Finance!$!FX,,,Finance;Finance;Public Administration; Law; and Justice;Finance,Infrastructure services for private sector development!$!29!$!39,Rural services and infrastructure!$!29!$!78,Other rural development!$!28!$!79,Personal and property rights!$!14!$!36,,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities,IBRD43310;IBRD43310,Financial and private sector development,Rural development,Rural development,Rule of law,,
P045134,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina;Bosnia and Herzegovina,PE,Specific Investment Loan,IN,B,N,L,Closed,Closed,Forestry Project,1998-06-02T00:00:00Z,June,2003-03-31T00:00:00Z,20;200;000,0,7;000;000,7;000;000,0,GOVT. OF BOSNIA (RBH),FED. MIN. OF AGRICULTURE; WATER RES. AND FORESTRY,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P045134,,,Central government administration!$!73!$!BC,Forestry!$!27!$!AT,,,,Central government administration;Central government administration;Forestry,Public Administration; Law; and Justice!$!BX,Agriculture; fishing; and forestry!$!AX,,,,Public Administration; Law; and Justice;Public Administration; Law; and Justice;Agriculture; fishing; and forestry,Other environment and natural resources management!$!33!$!86,Rural non-farm income generation!$!17!$!76,Environmental policies and institutions!$!17!$!82,Environmental policies and institutions!$!17!$!82,Land administration and management!$!33!$!83,,Global Public Goods Priorities;Global Public Goods Priorities;Corporate Advocacy Priorities;Global Public Goods Priorities;Millennium Development Goals;Millennium Development Goals,IDAN0400;IDAN0400,Environment and natural resources management,Rural development,Environment and natural resources management,Environment and natural resources management,Environment and natural resources management,
P045546,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina;Bosnia and Herzegovina,PE,Structural Adjustment Loan,AD,U,N,L,Closed,Closed,Public Finance Structural Adjustment Credit (PFSAC),1998-06-04T00:00:00Z,June,1999-06-30T00:00:00Z,63;000;000,0,63;000;000,63;000;000,0,BOSNIA-HERZEGOVINA,MIN. FIN. BH; MIN. FIN FED. OF BH; MIN. FIN. REP. SRSPKA,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P045546,,,Central government administration!$!35!$!BC,Banking!$!29!$!FA,Other social services!$!12!$!JB,General public administration sector!$!12!$!BZ,General industry and trade sector!$!12!$!YZ,Central government administration;Central government administration;Banking;Other social services;General public administration sector;General industry and trade sector,Public Administration; Law; and Justice!$!BX,Finance!$!FX,Health and other social services!$!JX,Public Administration; Law; and Justice!$!BX,Industry and trade!$!YX,Public Administration; Law; and Justice;Public Administration; Law; and Justice;Finance;Health and other social services;Public Administration; Law; and Justice;Industry and trade,Public expenditure; financial management and procurement!$!14!$!27,Social risk mitigation!$!14!$!87,Debt management and fiscal sustainability!$!29!$!21,Macroeconomic management!$!29!$!23,Tax policy and administration!$!14!$!28,,Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities;Corporate Advocacy Priorities,IDA30900;IDA30900,Public sector governance,Social protection and risk management,Economic management,Economic management,Public sector governance,
P008326,EUROPE AND CENTRAL ASIA,Aral Sea;Aral Sea,GE,Specific Investment Loan,IN,C,N,L,Closed,Closed,Aral Sea Water & Environmental Management GEF Project,1998-06-11T00:00:00Z,June,2003-06-30T00:00:00Z,21;200;000,0,0,0,12;200;000,EC/IFAS,EC/IFAS,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008326,,,Central government administration!$!56!$!BC,Other social services!$!23!$!JB,General agriculture; fishing and forestry sector!$!17!$!AZ,Irrigation and drainage!$!4!$!AI,,Central government administration;Central government administration;Other social services;General agriculture; fishing and forestry sector;Irrigation and drainage,Public Administration; Law; and Justice!$!BX,Health and other social services!$!JX,Agriculture; fishing; and forestry!$!AX,Agriculture; fishing; and forestry!$!AX,,Public Administration; Law; and Justice;Public Administration; Law; and Justice;Health and other social services;Agriculture; fishing; and forestry;Agriculture; fishing; and forestry,Biodiversity!$!11!$!80,Participation and civic engagement!$!22!$!57,Biodiversity!$!11!$!80,Conflict prevention and post-conflict reconstruction!$!22!$!58,Environmental policies and institutions!$!22!$!82,,Millennium Development Goals;Millennium Development Goals;Corporate Advocacy Priorities;Global Public Goods Priorities;Corporate Advocacy Priorities;Global Public Goods Priorities,,Environment and natural resources management,Social dev/gender/inclusion,Environment and natural resources management,Social dev/gender/inclusion,Environment and natural resources management,
